ID,Date,Element,Data_Value
USC00205451,6/29/2005,TMIN,178
USC00205451,6/29/2005,TMAX,322
USW00014853,1/17/2015,TMIN,-99
USC00202308,9/22/2010,TMAX,328
USC00202308,9/22/2010,TMIN,133
USC00207320,6/28/2009,TMIN,144
USC00205050,7/25/2007,TMIN,150
USC00202308,11/28/2011,TMAX,128
USW00014853,1/17/2015,TMAX,72
USC00208202,3/28/2010,TMAX,94
USC00201250,12/3/2011,TMAX,83
USC00201250,12/3/2011,TMIN,-28
USC00203712,5/11/2010,TMAX,139
USC00203712,5/11/2010,TMIN,44
USC00205050,11/5/2013,TMIN,-11
USC00208080,5/24/2006,TMIN,56
USW00094889,11/3/2008,TMIN,61
USW00094889,11/3/2008,TMAX,211
USC00205451,4/9/2005,TMIN,11
USC00203712,5/14/2013,TMIN,39
USC00207312,12/8/2005,TMAX,-50
USC00205451,2/22/2014,TMAX,33
USW00014833,4/13/2015,TMIN,50
USC00205822,2/5/2014,TMIN,-117
USC00205451,7/16/2014,TMIN,117
USC00203712,9/11/2014,TMIN,100
USW00014833,4/13/2015,TMAX,189
USC00208202,6/30/2013,TMAX,244
USC00203712,5/14/2013,TMAX,122
USC00202308,2/19/2005,TMAX,-50
USC00201502,8/12/2011,TMAX,256
USC00208202,6/30/2013,TMIN,156
USC00205451,2/22/2014,TMIN,-17
USC00200220,7/23/2012,TMIN,217
USC00205451,7/16/2014,TMAX,217
USC00207312,12/8/2005,TMIN,-178
USC00200032,2/4/2005,TMAX,44
USC00205563,10/30/2014,TMAX,117
USW00004848,5/10/2010,TMIN,28
USW00004848,5/10/2010,TMAX,128
USC00207312,5/2/2013,TMIN,83
USC00207308,6/5/2014,TMIN,122
USC00207308,4/2/2006,TMAX,122
USW00004848,3/24/2008,TMIN,-32
USC00208202,6/19/2010,TMAX,311
USW00014833,5/25/2010,TMAX,278
USC00207312,5/2/2013,TMAX,272
USC00208202,6/19/2010,TMIN,150
USC00208202,2/11/2014,TMAX,-44
USC00200032,2/4/2005,TMIN,-100
USC00208080,4/21/2008,TMAX,228
USC00205563,10/30/2014,TMIN,-6
USC00208080,4/21/2008,TMIN,56
USW00004848,3/24/2008,TMAX,17
USC00207308,6/5/2014,TMAX,183
USC00200032,6/21/2009,TMAX,283
USC00200032,6/21/2009,TMIN,189
USC00200228,1/22/2008,TMIN,-128
USC00205822,6/27/2013,TMIN,211
USW00004848,6/23/2011,TMIN,200
USW00004848,6/23/2011,TMAX,261
USC00205822,6/27/2013,TMAX,294
USC00200230,3/16/2014,TMAX,28
USC00207320,4/21/2007,TMIN,17
USC00207320,4/21/2007,TMAX,217
USC00207312,7/26/2007,TMIN,133
USW00014833,8/10/2014,TMIN,133
USC00207320,9/24/2009,TMAX,267
USC00201502,9/20/2010,TMIN,133
USW00004848,6/9/2015,TMIN,150
USW00004848,7/19/2015,TMAX,311
USW00004848,6/9/2015,TMAX,261
USC00200032,4/7/2013,TMIN,50
USC00200032,4/7/2013,TMAX,150
USC00207320,9/24/2009,TMIN,172
USC00201502,9/15/2005,TMAX,222
USC00207312,7/26/2007,TMAX,211
USW00014833,11/19/2009,TMAX,89
USC00200228,1/22/2008,TMAX,-33
USC00200220,7/23/2012,TMAX,333
USC00208972,9/24/2009,TMAX,233
USC00208972,9/24/2009,TMIN,144
USC00207308,7/30/2012,TMAX,311
USC00207308,7/30/2012,TMIN,150
USW00014833,5/25/2010,TMIN,161
USC00200230,3/16/2014,TMIN,-111
USC00208202,2/11/2014,TMIN,-144
USC00200228,9/25/2008,TMAX,283
USC00205822,12/28/2005,TMAX,22
USC00205822,2/5/2014,TMAX,-22
USC00205822,6/30/2005,TMAX,306
USC00201502,8/12/2011,TMIN,122
USC00205822,6/30/2005,TMIN,206
USW00014833,11/19/2009,TMIN,56
USC00200228,9/25/2008,TMIN,83
USC00201502,12/4/2011,TMIN,17
USC00201502,12/4/2011,TMAX,72
USC00200230,9/30/2006,TMIN,83
USC00208972,5/30/2009,TMAX,239
USC00205451,1/18/2008,TMAX,28
USC00200228,6/17/2015,TMAX,272
USC00200228,6/17/2015,TMIN,139
USW00004848,11/20/2009,TMAX,94
USC00205451,1/18/2008,TMIN,-83
USC00200230,8/12/2011,TMAX,272
USC00205451,5/24/2005,TMAX,206
USC00200228,7/26/2007,TMAX,222
USC00205451,1/22/2008,TMAX,-28
USC00205451,12/4/2011,TMAX,94
USC00200228,7/26/2007,TMIN,128
USC00205451,12/4/2011,TMIN,-11
USC00200230,8/12/2011,TMIN,139
USC00208080,3/28/2009,TMIN,-33
USW00014853,8/30/2009,TMIN,89
USC00201250,7/23/2012,TMAX,350
USC00208202,2/6/2011,TMIN,-122
USW00004848,7/30/2012,TMIN,183
USW00014853,3/26/2009,TMAX,144
USC00207308,6/23/2011,TMIN,161
USC00207308,6/23/2011,TMAX,306
USW00004848,6/23/2015,TMIN,189
USC00207312,2/8/2011,TMAX,-11
USC00207312,2/8/2011,TMIN,-178
USC00203712,6/16/2014,TMAX,272
USC00203712,4/2/2009,TMAX,122
USW00004848,7/30/2012,TMAX,311
USC00203712,4/2/2009,TMIN,11
USW00014853,1/19/2015,TMIN,0
USC00205050,7/23/2012,TMIN,178
USC00205050,7/23/2012,TMAX,333
USC00202308,3/25/2010,TMIN,-56
USW00004848,6/23/2015,TMAX,272
USC00202308,3/25/2010,TMAX,72
USC00201250,7/23/2012,TMIN,239
USW00014853,1/19/2015,TMAX,33
USW00014833,8/10/2014,TMAX,294
USW00014853,8/30/2009,TMAX,200
USC00205451,3/17/2011,TMAX,133
USW00014853,3/26/2009,TMIN,6
USC00207312,10/2/2015,TMAX,167
USC00207312,10/2/2015,TMIN,67
USC00205822,9/11/2005,TMIN,111
USC00205563,10/13/2006,TMIN,-6
USC00205563,10/13/2006,TMAX,122
USC00200230,7/27/2008,TMIN,156
USC00207312,12/27/2012,TMAX,-6
USC00205822,9/11/2005,TMAX,272
USC00200230,7/27/2008,TMAX,289
USC00200230,12/4/2011,TMIN,56
USC00207308,4/2/2006,TMIN,33
USC00201502,9/15/2005,TMIN,117
USC00200230,9/30/2006,TMAX,150
USW00014853,10/16/2012,TMIN,22
USW00014853,10/16/2012,TMAX,172
USC00200230,12/4/2011,TMAX,100
USC00208202,2/6/2011,TMAX,-33
USC00207312,12/27/2012,TMIN,-72
USC00205563,4/21/2008,TMIN,89
USC00205563,4/9/2013,TMAX,217
USC00205563,4/9/2013,TMIN,39
USC00200220,11/27/2011,TMIN,67
USC00200842,4/21/2008,TMAX,183
USC00200842,4/21/2008,TMIN,61
USW00014853,1/16/2014,TMIN,-55
USC00208080,3/28/2009,TMAX,128
USC00205451,1/22/2008,TMIN,-122
USC00200220,11/27/2011,TMAX,167
USC00207308,11/15/2008,TMIN,44
USC00208972,5/30/2009,TMIN,50
USC00205451,3/17/2011,TMIN,28
USW00014853,1/16/2014,TMAX,-5
USC00205563,4/21/2008,TMAX,161
USW00094889,11/30/2006,TMIN,11
USW00094889,11/30/2006,TMAX,156
USC00207308,11/15/2008,TMAX,117
USC00208202,12/4/2011,TMIN,-6
USC00201250,5/14/2014,TMAX,178
USW00004848,7/19/2015,TMIN,200
USC00205451,3/12/2006,TMIN,44
USC00205050,11/23/2013,TMIN,-44
USC00208080,4/9/2013,TMAX,206
USC00200230,10/13/2006,TMIN,-11
USC00205050,11/23/2013,TMAX,72
USW00014833,6/16/2005,TMIN,94
USW00014833,6/16/2005,TMAX,200
USC00200230,10/13/2006,TMAX,61
USC00208080,4/9/2013,TMIN,22
USC00200842,7/28/2008,TMIN,144
USW00014853,5/12/2010,TMAX,106
USC00205563,7/28/2008,TMAX,294
USC00205050,10/25/2005,TMAX,100
USC00205050,10/25/2005,TMIN,-6
USC00205451,3/12/2006,TMAX,139
USC00202308,12/3/2015,TMIN,-39
USC00200842,7/28/2008,TMAX,283
USW00014853,3/25/2010,TMAX,83
USC00201502,3/17/2011,TMIN,17
USW00004848,4/2/2005,TMIN,22
USC00205050,8/31/2009,TMAX,217
USC00201250,9/17/2015,TMAX,283
USC00205050,8/31/2009,TMIN,67
USC00201250,9/17/2015,TMIN,128
USC00200032,5/13/2005,TMIN,83
USC00200230,4/19/2008,TMIN,106
USC00205563,7/28/2008,TMIN,167
USC00200032,5/13/2005,TMAX,228
USC00200228,11/18/2008,TMIN,-61
USC00200228,11/18/2008,TMAX,22
USC00202308,12/3/2015,TMAX,61
USW00014853,3/25/2010,TMIN,-21
USC00207308,5/29/2009,TMIN,83
USC00207308,5/29/2009,TMAX,211
USC00201502,3/17/2011,TMAX,128
USC00200230,4/19/2008,TMAX,233
USW00014853,5/12/2010,TMIN,50
USC00205451,12/4/2006,TMAX,-22
USC00205451,12/4/2006,TMIN,-67
USC00200230,6/30/2013,TMIN,161
USW00014833,8/27/2005,TMIN,144
USC00207320,5/31/2009,TMAX,239
USC00207320,6/30/2005,TMIN,172
USW00014853,9/26/2014,TMIN,89
USC00207320,5/31/2009,TMIN,50
USW00014833,8/27/2005,TMAX,278
USC00200230,6/30/2013,TMAX,256
USC00200032,1/29/2008,TMAX,94
USC00208080,7/10/2015,TMAX,222
USC00208202,4/22/2009,TMIN,17
USC00201250,11/23/2013,TMIN,-83
USC00201250,11/23/2013,TMAX,-6
USC00205451,10/19/2012,TMAX,161
USC00205451,10/19/2012,TMIN,72
USC00207308,9/22/2010,TMAX,317
USC00208080,7/10/2015,TMIN,128
USC00202308,12/27/2012,TMAX,-11
USC00205450,11/30/2006,TMAX,178
USC00208202,4/22/2009,TMAX,89
USC00205050,9/17/2015,TMAX,283
USC00200032,1/29/2008,TMIN,33
USC00205050,9/17/2015,TMIN,100
USC00208202,10/19/2012,TMAX,167
USC00205822,2/11/2014,TMIN,-172
USW00094889,10/8/2009,TMAX,150
USC00205822,2/11/2014,TMAX,-50
USC00205450,11/30/2006,TMIN,106
USC00208202,10/19/2012,TMIN,72
USC00205822,9/24/2009,TMIN,183
USC00205822,9/24/2009,TMAX,267
USW00094889,10/8/2009,TMIN,-5
USC00207320,6/30/2005,TMAX,311
USC00200230,9/20/2010,TMIN,133
USC00200230,9/20/2010,TMAX,200
USW00014853,3/17/2008,TMIN,-66
USW00014853,3/17/2008,TMAX,11
USC00201502,3/16/2009,TMAX,133
USC00201250,8/31/2009,TMIN,67
USC00201250,8/31/2009,TMAX,211
USW00014833,1/19/2015,TMAX,22
USC00200228,12/27/2012,TMAX,-11
USC00201250,5/14/2014,TMIN,111
USC00200842,12/4/2011,TMAX,78
USC00200842,12/4/2011,TMIN,-17
USC00201502,9/30/2006,TMAX,161
USC00205822,4/21/2007,TMIN,39
USC00200228,12/27/2012,TMIN,-39
USC00205822,4/21/2007,TMAX,178
USC00201502,4/19/2008,TMIN,78
USC00205822,9/24/2005,TMAX,233
USC00205822,9/24/2005,TMIN,156
USC00207308,9/4/2011,TMIN,200
USC00201502,11/22/2009,TMAX,133
USC00201502,11/22/2009,TMIN,-17
USC00207308,9/4/2011,TMAX,350
USC00201502,9/30/2006,TMIN,50
USC00201502,4/19/2008,TMAX,250
USC00205822,5/31/2009,TMIN,67
USC00200220,6/26/2011,TMIN,139
USC00200230,10/15/2006,TMAX,117
USC00205822,12/28/2005,TMIN,0
USC00201502,11/6/2015,TMIN,139
USC00200230,10/15/2006,TMIN,-17
USW00014833,3/25/2010,TMIN,-22
USC00208202,2/23/2015,TMAX,-6
USC00201502,11/6/2015,TMAX,222
USC00208202,10/18/2005,TMIN,6
USW00014833,3/25/2010,TMAX,94
USC00200230,11/22/2009,TMAX,89
USC00205822,5/31/2009,TMAX,239
USC00200230,2/2/2005,TMAX,-22
USC00200230,11/22/2009,TMIN,11
USC00205451,6/19/2010,TMIN,178
USC00208202,10/18/2005,TMAX,161
USC00200220,6/26/2011,TMAX,244
USC00205451,6/19/2010,TMAX,317
USC00201502,9/20/2010,TMAX,200
USW00014833,1/19/2015,TMIN,-10
USW00004848,6/13/2007,TMAX,317
USC00205050,5/14/2014,TMIN,117
USC00200230,2/2/2005,TMIN,-122
USC00201502,10/13/2006,TMAX,72
USC00200220,5/14/2013,TMIN,28
USC00208972,6/26/2013,TMAX,278
USC00208202,12/4/2006,TMAX,-33
USC00200220,5/14/2013,TMAX,133
USC00208972,6/26/2013,TMIN,172
USC00200230,3/17/2011,TMAX,200
USC00200230,3/17/2011,TMIN,33
USC00208202,12/4/2006,TMIN,-83
USC00205050,3/1/2005,TMAX,-33
USC00205050,3/1/2005,TMIN,-72
USW00004848,8/18/2008,TMIN,178
USW00004848,8/18/2008,TMAX,300
USW00004848,4/2/2005,TMAX,67
USC00202308,12/27/2012,TMIN,-39
USC00201502,10/15/2006,TMAX,128
USC00205050,5/14/2014,TMAX,294
USC00208080,12/4/2011,TMIN,-11
USC00205822,5/29/2005,TMAX,228
USW00004848,6/13/2007,TMIN,178
USC00208080,6/17/2010,TMIN,122
USC00205822,5/29/2005,TMIN,94
USC00201502,10/13/2006,TMIN,17
USC00205822,9/25/2009,TMAX,250
USC00205822,9/25/2009,TMIN,144
USC00207320,7/24/2007,TMAX,272
USC00201502,3/16/2009,TMIN,-39
USC00205451,6/30/2013,TMIN,161
USC00208080,6/17/2010,TMAX,261
USC00208080,12/4/2011,TMAX,83
USC00201502,10/15/2006,TMIN,11
USW00014853,11/19/2009,TMIN,61
USW00014853,11/19/2009,TMAX,111
USC00207320,7/24/2007,TMIN,111
USC00205451,6/30/2013,TMAX,222
USC00200032,11/12/2012,TMIN,0
USC00208202,12/4/2011,TMAX,72
USW00014833,10/16/2012,TMAX,156
USC00200228,10/2/2015,TMAX,161
USW00014853,7/26/2007,TMAX,256
USW00014853,7/26/2007,TMIN,128
USC00200842,3/28/2010,TMAX,89
USC00200228,10/2/2015,TMIN,72
USC00200228,8/27/2005,TMIN,178
USC00200842,3/28/2010,TMIN,-44
USC00200228,8/27/2005,TMAX,311
USC00202308,2/8/2011,TMAX,0
USC00208972,5/11/2010,TMAX,139
USC00202308,2/8/2011,TMIN,-133
USC00208972,5/11/2010,TMIN,-11
USC00200230,12/20/2015,TMAX,56
USC00200032,11/30/2006,TMIN,11
USC00208972,3/21/2014,TMAX,22
USC00202308,6/19/2015,TMAX,283
USC00200842,9/20/2010,TMIN,128
USC00207308,12/4/2011,TMIN,-22
USC00207308,12/4/2006,TMIN,-89
USC00203712,12/23/2010,TMIN,-50
USW00014833,12/9/2005,TMIN,-94
USC00203712,12/23/2010,TMAX,-6
USC00205563,9/20/2010,TMIN,139
USC00202308,6/19/2015,TMIN,161
USC00208972,3/11/2015,TMAX,94
USC00205563,9/20/2010,TMAX,211
USC00200230,12/20/2015,TMIN,-67
USC00208972,3/11/2015,TMIN,0
USC00205563,11/1/2014,TMAX,67
USC00205450,5/24/2006,TMIN,128
USC00207308,12/4/2011,TMAX,83
USC00205563,11/1/2014,TMIN,0
USC00207308,2/1/2009,TMAX,22
USC00207308,12/4/2006,TMAX,-17
USC00208972,3/21/2014,TMIN,-78
USC00205450,5/24/2006,TMAX,267
USC00200032,9/26/2014,TMAX,233
USC00200032,9/26/2014,TMIN,89
USC00203712,11/5/2013,TMIN,50
USC00203712,11/5/2013,TMAX,111
USC00205050,1/16/2015,TMAX,-17
USC00200230,7/28/2008,TMAX,306
USC00200230,7/28/2008,TMIN,167
USW00014833,7/26/2007,TMAX,261
USW00014833,7/26/2007,TMIN,156
USC00208972,10/13/2015,TMIN,100
USC00200228,2/8/2011,TMIN,-128
USC00205822,5/12/2010,TMAX,111
USC00208972,10/13/2015,TMAX,239
USC00201250,1/16/2015,TMIN,-89
USC00201250,1/16/2015,TMAX,-17
USC00200032,6/27/2007,TMIN,183
USC00202308,4/21/2007,TMIN,39
USC00201250,11/27/2011,TMIN,28
USC00201250,11/27/2011,TMAX,139
USC00205822,5/12/2010,TMIN,72
USC00202308,7/24/2012,TMAX,350
USC00205050,1/16/2015,TMIN,-150
USC00205563,4/19/2008,TMAX,233
USC00207308,10/19/2012,TMAX,128
USC00207308,10/19/2012,TMIN,44
USC00200228,4/21/2007,TMIN,22
USC00200842,9/20/2010,TMAX,222
USC00205050,11/27/2011,TMIN,78
USC00208202,8/12/2011,TMAX,261
USC00200228,4/21/2007,TMAX,222
USC00200032,6/27/2007,TMAX,333
USC00205822,12/3/2015,TMIN,-11
USC00208202,8/12/2011,TMIN,128
USC00200228,2/8/2011,TMAX,-6
USC00205822,4/4/2014,TMAX,28
USC00205822,3/12/2015,TMAX,111
USC00205050,11/27/2011,TMAX,161
USC00205822,3/12/2015,TMIN,-6
USC00205563,4/19/2008,TMIN,106
USC00205822,12/3/2015,TMAX,72
USC00202308,7/24/2012,TMIN,233
USC00207308,12/27/2010,TMIN,-78
USC00207308,12/27/2010,TMAX,-17
USW00014853,7/24/2007,TMAX,272
USC00202308,7/30/2012,TMAX,294
USC00207308,5/10/2010,TMAX,139
USC00202308,7/30/2012,TMIN,172
USC00207312,7/24/2012,TMIN,200
USC00207312,7/24/2012,TMAX,356
USC00208202,9/30/2006,TMIN,17
USW00014853,7/24/2007,TMIN,156
USW00004848,10/19/2012,TMAX,128
USC00202308,8/30/2009,TMIN,122
USC00202308,8/30/2009,TMAX,228
USC00202308,6/17/2015,TMIN,161
USC00208202,10/15/2006,TMAX,117
USC00200228,7/30/2012,TMAX,294
USC00200228,7/30/2012,TMIN,133
USC00200230,4/13/2009,TMIN,-11
USC00202308,6/17/2015,TMAX,272
USW00004848,10/19/2012,TMIN,78
USC00208202,7/15/2014,TMAX,278
USC00208202,7/15/2014,TMIN,139
USC00205451,9/4/2011,TMIN,194
USC00205451,9/4/2011,TMAX,344
USC00208080,9/20/2010,TMAX,217
USW00014853,10/6/2015,TMIN,128
USC00205450,3/24/2005,TMIN,-11
USW00014853,10/6/2015,TMAX,228
USC00202308,5/3/2013,TMAX,256
USC00207308,5/10/2010,TMIN,11
USW00014833,8/30/2010,TMAX,317
USW00014833,8/30/2010,TMIN,206
USW00014853,6/27/2013,TMAX,306
USC00208202,9/30/2006,TMAX,161
USC00203712,1/27/2005,TMIN,-233
USC00203712,1/27/2005,TMAX,-39
USW00004848,12/4/2011,TMAX,100
USW00004848,12/4/2011,TMIN,72
USC00205450,3/24/2005,TMAX,83
USC00202308,12/23/2015,TMAX,111
USC00200032,8/10/2014,TMAX,300
USC00208202,9/4/2011,TMIN,183
USW00004848,7/8/2006,TMIN,150
USW00004848,6/11/2007,TMIN,139
USC00208972,4/3/2014,TMAX,117
USC00200228,7/24/2012,TMIN,239
USC00200228,7/24/2012,TMAX,361
USW00014833,12/9/2005,TMAX,-33
USC00205050,9/24/2009,TMAX,233
USW00004848,7/8/2006,TMAX,278
USC00205050,9/24/2009,TMIN,111
USC00208972,4/3/2014,TMIN,-11
USC00207312,11/19/2009,TMAX,122
USC00200230,4/13/2009,TMAX,100
USW00094889,11/19/2005,TMIN,-17
USC00207312,4/21/2007,TMIN,56
USC00207312,4/21/2007,TMAX,222
USW00094889,11/19/2005,TMAX,100
USW00004848,6/11/2007,TMAX,283
USC00202308,5/3/2013,TMIN,117
USC00205450,10/13/2006,TMAX,150
USC00207308,7/7/2006,TMAX,256
USC00200032,8/10/2014,TMIN,156
USW00094889,6/26/2007,TMIN,161
USW00094889,6/26/2007,TMAX,322
USC00208202,9/4/2011,TMAX,350
USC00208202,10/15/2006,TMIN,-28
USC00201250,9/24/2009,TMAX,239
USC00201250,9/24/2009,TMIN,139
USC00205450,10/13/2006,TMIN,0
USC00201502,4/9/2013,TMAX,183
USC00207308,7/7/2006,TMIN,111
USC00205451,9/29/2008,TMAX,239
USC00207312,6/13/2007,TMAX,300
USC00201250,10/31/2013,TMAX,183
USC00201250,10/31/2013,TMIN,122
USC00205451,9/29/2008,TMIN,106
USC00207312,6/13/2007,TMIN,144
USC00201502,4/9/2013,TMIN,56
USC00202308,12/23/2015,TMIN,17
USC00202308,4/21/2007,TMAX,217
USC00200032,11/30/2006,TMAX,167
USC00205822,7/24/2012,TMIN,244
USC00207308,7/8/2006,TMAX,283
USC00205822,7/24/2012,TMAX,350
USC00207308,7/8/2006,TMIN,117
USW00004848,11/14/2015,TMAX,100
USW00014833,8/30/2009,TMIN,94
USW00004848,11/14/2015,TMIN,11
USC00207308,2/19/2009,TMIN,-94
USW00094889,3/15/2011,TMIN,-38
USW00014833,8/30/2009,TMAX,200
USW00014853,4/21/2007,TMIN,17
USC00200230,8/2/2014,TMAX,267
USW00014853,4/21/2007,TMAX,228
USC00205451,4/21/2015,TMAX,172
USC00208202,2/22/2014,TMAX,22
USC00205451,4/21/2015,TMIN,44
USC00208080,3/28/2010,TMIN,6
USW00014853,5/9/2015,TMIN,156
USC00208080,3/28/2010,TMAX,78
USC00201502,3/16/2014,TMAX,28
USC00201502,7/28/2008,TMIN,133
USC00205451,2/23/2015,TMIN,-228
USC00205451,2/23/2015,TMAX,-6
USW00014833,4/21/2007,TMIN,33
USW00014833,4/21/2007,TMAX,233
USW00014853,3/2/2006,TMAX,-5
USW00004848,1/28/2005,TMIN,-211
USC00203712,6/16/2014,TMIN,61
USW00004848,3/1/2008,TMIN,-32
USC00201502,3/16/2014,TMIN,-117
USC00200230,1/21/2006,TMIN,-11
USC00200230,1/21/2006,TMAX,50
USC00200230,8/2/2014,TMIN,161
USC00205050,1/4/2008,TMAX,17
USW00014853,5/25/2010,TMIN,139
USC00207308,2/19/2009,TMAX,39
USW00004848,3/1/2008,TMAX,11
USC00201502,7/28/2008,TMAX,278
USW00014853,5/9/2015,TMAX,300
USC00207312,3/25/2010,TMIN,17
USW00004848,9/22/2010,TMAX,256
USC00203712,11/27/2011,TMAX,150
USC00202308,4/21/2015,TMAX,161
USW00004848,9/22/2010,TMIN,183
USC00200032,11/12/2012,TMAX,161
USW00014833,10/16/2012,TMIN,0
USC00200228,3/25/2010,TMIN,0
USC00203712,11/27/2011,TMIN,67
USC00200228,3/25/2010,TMAX,156
USC00208080,10/13/2006,TMAX,94
USW00014853,5/24/2010,TMIN,139
USC00205451,11/22/2009,TMAX,128
USW00014853,5/24/2010,TMAX,283
USC00208080,10/30/2014,TMIN,0
USC00208080,10/30/2014,TMAX,106
USC00205451,11/22/2009,TMIN,6
USC00208080,10/13/2006,TMIN,-11
USC00208202,2/22/2014,TMIN,-33
USC00207312,7/11/2015,TMIN,128
USC00202308,7/26/2007,TMIN,150
USC00208972,7/23/2012,TMIN,178
USC00207312,3/25/2010,TMAX,167
USC00208972,7/23/2012,TMAX,328
USC00205050,10/3/2014,TMIN,106
USW00094889,3/15/2011,TMAX,50
USC00205050,10/3/2014,TMAX,211
USC00203712,1/16/2015,TMIN,-161
USC00201250,10/3/2014,TMAX,228
USC00208202,11/22/2009,TMAX,133
USC00203712,1/16/2015,TMAX,-11
USC00207308,4/19/2005,TMAX,261
USC00207308,4/19/2005,TMIN,67
USC00202308,4/21/2015,TMIN,50
USC00207312,7/11/2015,TMAX,267
USC00201250,10/3/2014,TMIN,106
USC00202308,7/26/2007,TMAX,222
USC00208202,11/22/2009,TMIN,0
USC00201250,11/10/2012,TMIN,83
USW00014853,3/2/2006,TMIN,-60
USC00200220,11/24/2008,TMAX,28
USC00205450,3/21/2006,TMIN,-56
USC00200230,4/21/2008,TMIN,72
USC00205451,2/6/2011,TMAX,-39
USC00203712,9/28/2008,TMIN,100
USC00203712,9/28/2008,TMAX,239
USC00205822,4/4/2014,TMIN,17
USC00200228,11/19/2009,TMIN,44
USC00205450,3/21/2006,TMAX,17
USC00200228,11/19/2009,TMAX,133
USW00014853,7/24/2012,TMAX,333
USC00207308,2/14/2005,TMIN,56
USC00207308,2/14/2005,TMAX,67
USC00202308,8/27/2005,TMIN,183
USC00202308,8/27/2005,TMAX,300
USC00200842,4/19/2008,TMIN,78
USW00014833,4/9/2005,TMIN,11
USW00014853,7/24/2012,TMIN,178
USW00014833,4/9/2005,TMAX,194
USC00208080,11/1/2014,TMIN,-11
USC00208080,11/1/2014,TMAX,67
USW00014833,7/24/2012,TMIN,194
USW00014833,7/24/2012,TMAX,300
USC00205822,7/16/2005,TMAX,306
USC00205822,7/16/2005,TMIN,200
USC00208202,7/16/2014,TMAX,206
USW00004848,12/26/2005,TMIN,0
USC00205451,10/15/2006,TMAX,117
USC00200230,4/21/2008,TMAX,217
USC00205451,10/15/2006,TMIN,-17
USC00200228,5/3/2013,TMAX,261
USC00208202,7/16/2014,TMIN,106
USC00200228,5/3/2013,TMIN,111
USC00207312,5/10/2015,TMAX,267
USC00205451,9/30/2006,TMAX,167
USC00207312,5/10/2015,TMIN,144
USC00205451,2/6/2011,TMIN,-128
USC00205050,10/31/2013,TMAX,178
USC00207320,5/12/2010,TMIN,28
USC00200842,4/19/2008,TMAX,250
USW00014833,9/26/2014,TMIN,106
USW00014833,5/24/2010,TMIN,167
USW00014833,5/24/2010,TMAX,289
USW00004848,1/30/2008,TMAX,28
USC00201502,7/27/2008,TMIN,128
USW00004848,1/30/2008,TMIN,-127
USW00004848,1/28/2005,TMAX,-67
USC00201250,5/14/2013,TMIN,56
USC00207320,10/16/2005,TMIN,28
USC00208202,3/17/2011,TMAX,133
USC00201502,7/27/2008,TMAX,283
USC00201250,5/14/2013,TMAX,256
USW00014833,1/16/2014,TMAX,-27
USC00208202,3/17/2011,TMIN,11
USC00207320,7/16/2005,TMAX,300
USC00207320,7/16/2005,TMIN,200
USC00207320,5/12/2010,TMAX,111
USW00014853,5/25/2010,TMAX,283
USC00205050,10/31/2013,TMIN,0
USW00094889,8/10/2011,TMAX,244
USW00014833,1/16/2014,TMIN,-88
USC00202308,11/19/2009,TMIN,56
USC00201502,4/21/2008,TMAX,222
USC00201502,4/21/2008,TMIN,61
USC00200220,12/23/2010,TMIN,-39
USW00014833,9/26/2014,TMAX,244
USW00004848,12/26/2005,TMAX,11
USC00202308,11/19/2009,TMAX,94
USW00094889,8/10/2011,TMIN,139
USC00208972,11/23/2013,TMIN,-56
USC00205451,8/12/2011,TMIN,139
USC00205050,5/14/2013,TMIN,-22
USC00208972,11/23/2013,TMAX,67
USC00205050,5/14/2013,TMAX,133
USC00200220,12/23/2010,TMAX,6
USC00200220,11/24/2008,TMIN,-67
USC00207320,10/16/2005,TMAX,194
USC00205451,8/12/2011,TMAX,256
USC00200228,11/22/2009,TMIN,-6
USC00200228,11/22/2009,TMAX,133
USC00205050,7/29/2012,TMAX,283
USC00200032,8/10/2010,TMIN,194
USC00205563,11/29/2015,TMAX,33
USW00094889,10/12/2008,TMAX,272
USW00094889,10/12/2008,TMIN,56
USC00205563,11/29/2015,TMIN,-56
USC00207312,1/30/2008,TMAX,100
USC00200032,2/15/2015,TMAX,-150
USC00200032,2/15/2015,TMIN,-233
USC00203712,2/7/2011,TMAX,-11
USC00203712,2/7/2011,TMIN,-33
USC00200228,3/25/2014,TMAX,0
USC00207312,1/30/2008,TMIN,-150
USC00208080,12/9/2005,TMIN,-100
USC00207308,3/2/2008,TMAX,28
USC00207308,3/2/2008,TMIN,-56
USC00200228,9/26/2014,TMAX,244
USC00200032,8/10/2010,TMAX,311
USC00200228,9/26/2014,TMIN,61
USC00200230,12/27/2012,TMAX,0
USC00200220,9/4/2011,TMAX,350
USC00201250,9/21/2010,TMAX,322
USC00201250,9/21/2010,TMIN,139
USC00200842,9/11/2005,TMAX,294
USC00200842,9/11/2005,TMIN,106
USC00205050,7/24/2012,TMIN,222
USC00200230,12/27/2012,TMIN,-44
USC00207312,3/17/2011,TMAX,128
USC00205050,7/24/2012,TMAX,356
USC00205451,11/19/2009,TMIN,33
USC00205050,9/21/2010,TMIN,122
USC00201250,7/24/2012,TMIN,167
USC00201250,7/24/2012,TMAX,317
USW00014833,10/7/2009,TMIN,44
USC00205451,11/19/2009,TMAX,122
USW00014833,10/7/2009,TMAX,144
USC00205050,9/21/2010,TMAX,311
